meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1140,7763,1,14,1.0,3.0,MEDIUM,0.0
1140,7763,1,24,1.0,3.0,MEDIUM,10.0
1140,7763,1,4,1.0,2.0,MEDIUM,7.0
1140,7763,1,22,1.0,4.0,MEDIUM,12.0
1140,7763,1,20,1.0,2.0,MEDIUM,10.0
1140,7763,1,31,1.0,5.0,MEDIUM,5.0
1140,7763,2,4,2.0,3.0,MEDIUM,8.0
1140,7763,1,2,1.0,3.0,SOFT,15.0
1140,7763,2,14,3.0,5.0,MEDIUM,0.0
1140,7763,2,22,4.0,7.0,MEDIUM,15.0
1140,7763,1,44,1.0,7.0,MEDIUM,6.0
1140,7763,3,4,3.0,4.0,MEDIUM,9.0
1140,7763,3,22,7.0,10.0,MEDIUM,18.0
1140,7763,2,31,5.0,8.0,MEDIUM,9.0
1140,7763,2,20,2.0,9.0,MEDIUM,0.0
1140,7763,2,24,3.0,5.0,MEDIUM,12.0
1140,7763,2,2,3.0,5.0,SOFT,7.0
1140,7763,4,4,4.0,6.0,MEDIUM,0.0
1140,7763,2,44,7.0,12.0,MEDIUM,12.0
1140,7763,3,2,5.0,7.0,SOFT,0.0
1140,7763,3,14,5.0,9.0,MEDIUM,8.0
1140,7763,2,55,6.0,9.0,MEDIUM,10.0
1140,7763,3,55,9.0,11.0,MEDIUM,0.0
1140,7763,3,31,8.0,15.0,MEDIUM,0.0
1140,7763,4,14,9.0,13.0,MEDIUM,12.0
1140,7763,3,24,5.0,12.0,MEDIUM,9.0
1140,7763,3,20,9.0,16.0,MEDIUM,0.0
1140,7763,4,2,7.0,9.0,SOFT,17.0
1140,7763,5,4,6.0,15.0,MEDIUM,0.0
1140,7763,4,55,11.0,17.0,MEDIUM,0.0
1140,7763,4,24,12.0,13.0,MEDIUM,16.0
1140,7763,4,22,10.0,11.0,MEDIUM,0.0
1140,7763,5,22,11.0,28.0,MEDIUM,0.0
1140,7763,5,2,9.0,16.0,MEDIUM,0.0
1140,7763,5,14,13.0,20.0,MEDIUM,0.0
1140,7763,3,44,12.0,17.0,MEDIUM,17.0
1140,7763,5,24,13.0,22.0,MEDIUM,0.0
1140,7763,4,31,15.0,18.0,MEDIUM,0.0
1140,7763,6,2,16.0,23.0,MEDIUM,0.0
1140,7763,5,31,18.0,23.0,MEDIUM,0.0
1140,7763,4,20,16.0,24.0,MEDIUM,0.0
1140,7763,5,55,17.0,22.0,MEDIUM,0.0
1140,7763,6,4,15.0,24.0,MEDIUM,0.0
1140,7763,6,24,22.0,23.0,MEDIUM,0.0
1140,7763,6,22,28.0,51.0,HARD,0.0
1140,7763,7,2,23.0,30.0,MEDIUM,0.0
1140,7763,6,11,18.0,19.0,MEDIUM,0.0
1140,7763,7,11,19.0,34.0,MEDIUM,1.0
1140,7763,6,31,23.0,29.0,MEDIUM,0.0
1140,7763,5,20,24.0,31.0,MEDIUM,0.0
1140,7763,7,4,24.0,31.0,MEDIUM,0.0
1140,7763,6,55,22.0,27.0,MEDIUM,0.0
1140,7763,6,14,20.0,25.0,MEDIUM,0.0
1140,7763,8,2,30.0,37.0,MEDIUM,7.0
1140,7763,6,44,27.0,30.0,MEDIUM,0.0
1140,7763,7,22,51.0,69.0,MEDIUM,0.0
1140,7763,7,44,30.0,38.0,MEDIUM,0.0
1140,7763,8,11,34.0,35.0,MEDIUM,0.0
1140,7763,7,14,25.0,30.0,MEDIUM,0.0
1140,7763,9,11,35.0,53.0,MEDIUM,0.0
1140,7763,7,55,27.0,41.0,MEDIUM,0.0
1140,7763,6,20,31.0,41.0,MEDIUM,7.0
1140,7763,8,4,31.0,43.0,MEDIUM,0.0
1140,7763,8,14,30.0,35.0,MEDIUM,0.0
1140,7763,8,44,38.0,39.0,MEDIUM,0.0
1140,7763,9,44,39.0,42.0,MEDIUM,1.0
1140,7763,10,44,42.0,50.0,MEDIUM,4.0
1140,7763,10,11,53.0,76.0,HARD,0.0
1140,7763,7,31,29.0,34.0,MEDIUM,0.0
1140,7763,7,20,41.0,53.0,HARD,0.0
1140,7763,9,14,35.0,51.0,MEDIUM,5.0
1140,7763,9,4,43.0,53.0,MEDIUM,9.0
1140,7763,11,2,51.0,56.0,MEDIUM,0.0
1140,7763,8,55,41.0,55.0,MEDIUM,0.0
1140,7763,11,44,50.0,53.0,MEDIUM,0.0
1140,7763,8,22,69.0,72.0,MEDIUM,0.0
1140,7763,12,2,56.0,59.0,MEDIUM,0.0
1140,7763,12,44,53.0,61.0,MEDIUM,0.0
1140,7763,9,22,72.0,77.0,MEDIUM,3.0
1140,7763,10,4,53.0,61.0,MEDIUM,9.0
1140,7763,13,2,59.0,64.0,SOFT,0.0
1140,7763,10,14,51.0,65.0,MEDIUM,5.0
1140,7763,9,55,55.0,67.0,MEDIUM,5.0
1140,7763,8,20,53.0,65.0,HARD,0.0
1140,7763,14,2,64.0,67.0,SOFT,0.0
1140,7763,10,22,77.0,85.0,MEDIUM,0.0
1140,7763,13,44,61.0,64.0,MEDIUM,0.0
1140,7763,9,31,39.0,47.0,HARD,0.0
1140,7763,10,24,34.0,39.0,MEDIUM,0.0
1140,7763,15,2,67.0,70.0,SOFT,0.0
1140,7763,14,44,64.0,70.0,MEDIUM,3.0
1140,7763,11,4,61.0,63.0,MEDIUM,7.0
1140,7763,16,2,70.0,72.0,SOFT,5.0
1140,7763,11,24,39.0,41.0,MEDIUM,5.0
1140,7763,10,55,67.0,68.0,MEDIUM,15.0
1140,7763,9,20,65.0,67.0,HARD,0.0
1140,7763,17,2,72.0,75.0,SOFT,0.0
1140,7763,12,4,63.0,65.0,MEDIUM,12.0
1140,7763,11,55,68.0,70.0,MEDIUM,16.0
1140,7763,12,24,41.0,44.0,MEDIUM,0.0
1140,7763,10,31,47.0,49.0,HARD,8.0
1140,7763,15,44,70.0,72.0,MEDIUM,9.0
1140,7763,13,24,44.0,51.0,MEDIUM,0.0
1140,7763,1,16,1.0,4.0,MEDIUM,0.0
1140,7763,1,21,1.0,7.0,MEDIUM,8.0
1140,7763,14,24,51.0,52.0,MEDIUM,0.0
1140,7763,1,81,1.0,5.0,MEDIUM,0.0
1140,7763,2,16,4.0,6.0,MEDIUM,0.0
1140,7763,15,24,52.0,59.0,MEDIUM,0.0
1140,7763,1,27,1.0,8.0,MEDIUM,0.0
1140,7763,1,10,1.0,8.0,MEDIUM,0.0
1140,7763,2,1,7.0,10.0,MEDIUM,0.0
1140,7763,1,63,1.0,4.0,MEDIUM,11.0
1140,7763,2,81,5.0,14.0,MEDIUM,0.0
1140,7763,11,14,65.0,67.0,MEDIUM,5.0
1140,7763,2,21,7.0,22.0,MEDIUM,0.0
1140,7763,18,2,75.0,76.0,MEDIUM,8.0
1140,7763,3,16,6.0,10.0,MEDIUM,0.0
1140,7763,19,2,76.0,85.0,MEDIUM,0.0
1140,7763,12,14,67.0,69.0,MEDIUM,7.0
1140,7763,16,24,59.0,60.0,MEDIUM,0.0
1140,7763,2,10,8.0,9.0,MEDIUM,7.0
1140,7763,2,63,4.0,7.0,MEDIUM,14.0
1140,7763,20,2,85.0,86.0,MEDIUM,0.0
1140,7763,3,1,10.0,13.0,MEDIUM,0.0
1140,7763,2,27,8.0,15.0,MEDIUM,0.0
1140,7763,13,14,69.0,81.0,MEDIUM,0.0
1140,7763,3,81,14.0,23.0,MEDIUM,0.0
1140,7763,3,63,7.0,12.0,MEDIUM,0.0
1140,7763,4,16,10.0,13.0,MEDIUM,0.0
1140,7763,17,24,60.0,78.0,MEDIUM,0.0
1140,7763,3,21,22.0,29.0,MEDIUM,0.0
1140,7763,5,16,13.0,15.0,MEDIUM,3.0
1140,7763,4,63,12.0,15.0,HARD,0.0
1140,7763,4,81,23.0,24.0,MEDIUM,0.0
1140,7763,3,27,15.0,20.0,SOFT,0.0
1140,7763,4,21,29.0,37.0,MEDIUM,7.0
1140,7763,4,1,13.0,16.0,MEDIUM,0.0
1140,7763,14,14,81.0,96.0,MEDIUM,0.0
1140,7763,6,16,15.0,19.0,MEDIUM,0.0
1140,7763,5,63,15.0,18.0,MEDIUM,0.0
1140,7763,21,2,86.0,87.0,MEDIUM,0.0
1140,7763,22,2,87.0,106.0,MEDIUM,1.0
1140,7763,5,10,15.0,20.0,MEDIUM,0.0
1140,7763,5,81,24.0,29.0,MEDIUM,0.0
1140,7763,6,63,18.0,21.0,MEDIUM,0.0
1140,7763,4,27,20.0,25.0,SOFT,0.0
1140,7763,18,24,78.0,94.0,MEDIUM,0.0
1140,7763,6,10,20.0,21.0,MEDIUM,5.0
1140,7763,5,1,16.0,19.0,MEDIUM,3.0
1140,7763,7,16,19.0,23.0,MEDIUM,0.0
1140,7763,6,81,29.0,32.0,MEDIUM,0.0
1140,7763,7,10,21.0,26.0,MEDIUM,0.0
1140,7763,5,27,25.0,36.0,MEDIUM,0.0
1140,7763,15,14,96.0,111.0,MEDIUM,1.0
1140,7763,5,21,37.0,43.0,MEDIUM,0.0
1140,7763,23,2,106.0,126.0,HARD,0.0
1140,7763,19,24,94.0,114.0,HARD,0.0
1140,7763,7,81,32.0,35.0,MEDIUM,0.0
1140,7763,7,63,21.0,22.0,MEDIUM,3.0
1140,7763,8,63,22.0,26.0,MEDIUM,4.0
1140,7763,8,10,26.0,29.0,MEDIUM,0.0
1140,7763,8,16,23.0,24.0,MEDIUM,0.0
1140,7763,6,27,36.0,39.0,MEDIUM,7.0
1140,7763,16,14,111.0,114.0,HARD,0.0
1140,7763,7,27,39.0,49.0,MEDIUM,7.0
1140,7763,20,24,114.0,117.0,MEDIUM,20.0
1140,7763,7,21,47.0,50.0,MEDIUM,0.0
1140,7763,8,81,35.0,36.0,MEDIUM,0.0
1140,7763,24,2,126.0,145.0,MEDIUM,0.0
1140,7763,10,16,28.0,44.0,MEDIUM,0.0
1140,7763,6,1,19.0,31.0,MEDIUM,0.0
1140,7763,9,81,36.0,51.0,MEDIUM,4.0
1140,7763,9,10,29.0,39.0,MEDIUM,0.0
1140,7763,17,14,114.0,119.0,MEDIUM,0.0
1140,7763,21,24,117.0,120.0,MEDIUM,0.0
1140,7763,8,21,50.0,53.0,SOFT,0.0
1140,7763,9,21,53.0,56.0,SOFT,0.0
1140,7763,22,24,120.0,123.0,MEDIUM,0.0
1140,7763,10,10,39.0,53.0,HARD,0.0
1140,7763,18,14,119.0,124.0,MEDIUM,0.0
1140,7763,11,16,44.0,65.0,HARD,0.0
1140,7763,10,81,51.0,63.0,MEDIUM,0.0
1140,7763,23,24,123.0,126.0,SOFT,0.0
1140,7763,10,21,56.0,57.0,MEDIUM,6.0
1140,7763,8,27,49.0,66.0,MEDIUM,7.0
1140,7763,11,21,57.0,64.0,MEDIUM,0.0
1140,7763,7,1,31.0,45.0,MEDIUM,3.0
1140,7763,25,2,145.0,154.0,MEDIUM,0.0
1140,7763,24,24,126.0,129.0,SOFT,0.0
1140,7763,19,14,124.0,129.0,MEDIUM,0.0
1140,7763,11,81,63.0,71.0,HARD,0.0
1140,7763,25,24,129.0,130.0,MEDIUM,0.0
1140,7763,13,21,66.0,68.0,MEDIUM,0.0
1140,7763,26,24,130.0,131.0,SOFT,0.0
1140,7763,27,24,131.0,132.0,SOFT,3.0
1140,7763,14,21,68.0,70.0,MEDIUM,15.0
1140,7763,12,10,54.0,55.0,MEDIUM,0.0
1140,7763,28,24,132.0,133.0,MEDIUM,14.0
1140,7763,20,14,129.0,130.0,MEDIUM,5.0
1140,7763,15,21,70.0,72.0,MEDIUM,16.0
1140,7763,29,24,133.0,133.0,SOFT,4.0
1140,7763,12,81,71.0,72.0,MEDIUM,9.0
1140,7763,14,10,56.0,57.0,MEDIUM,0.0
1140,7763,12,16,65.0,66.0,MEDIUM,5.0
1140,7763,16,21,72.0,74.0,MEDIUM,0.0
1140,7763,13,81,72.0,74.0,MEDIUM,9.0
1140,7763,9,27,66.0,68.0,MEDIUM,23.0
1140,7763,13,16,66.0,68.0,MEDIUM,0.0
1140,7763,8,1,45.0,47.0,MEDIUM,6.0
1140,7763,30,24,134.0,134.0,SOFT,5.0
1140,7764,1,34,1.0,5.0,MEDIUM,0.0
1140,7764,1,77,1.0,3.0,MEDIUM,8.0
1140,7764,1,81,1.0,5.0,MEDIUM,5.0
1140,7764,1,11,1.0,4.0,MEDIUM,0.0
1140,7764,1,21,1.0,3.0,SOFT,3.0
1140,7764,1,23,1.0,3.0,SOFT,3.0
1140,7764,1,10,1.0,2.0,MEDIUM,6.0
1140,7764,1,16,1.0,5.0,MEDIUM,9.0
1140,7764,1,63,1.0,4.0,MEDIUM,0.0
1140,7764,1,27,1.0,3.0,MEDIUM,0.0
1140,7764,2,23,3.0,4.0,SOFT,5.0
1140,7764,2,11,4.0,5.0,MEDIUM,3.0
1140,7764,3,23,4.0,5.0,SOFT,0.0
1140,7764,2,27,3.0,9.0,MEDIUM,1.0
1140,7764,2,10,2.0,3.0,MEDIUM,7.0
1140,7764,2,63,4.0,8.0,MEDIUM,2.0
1140,7764,3,11,5.0,8.0,MEDIUM,0.0
1140,7764,2,34,5.0,8.0,MEDIUM,5.0
1140,7764,2,77,3.0,15.0,MEDIUM,0.0
1140,7764,2,21,3.0,6.0,SOFT,5.0
1140,7764,4,23,5.0,7.0,SOFT,0.0
1140,7764,3,34,8.0,9.0,MEDIUM,8.0
1140,7764,5,23,7.0,8.0,SOFT,9.0
1140,7764,6,23,8.0,9.0,SOFT,10.0
1140,7764,3,63,8.0,11.0,MEDIUM,0.0
1140,7764,2,81,5.0,9.0,MEDIUM,0.0
1140,7764,3,10,3.0,8.0,MEDIUM,3.0
1140,7764,4,63,11.0,13.0,MEDIUM,3.0
1140,7764,2,16,5.0,10.0,MEDIUM,0.0
1140,7764,4,34,9.0,12.0,MEDIUM,7.0
1140,7764,7,23,9.0,11.0,SOFT,11.0
1140,7764,3,77,15.0,16.0,MEDIUM,12.0
1140,7764,3,27,9.0,14.0,MEDIUM,0.0
1140,7764,4,11,8.0,14.0,MEDIUM,0.0
1140,7764,3,81,9.0,14.0,MEDIUM,0.0
1140,7764,8,23,11.0,13.0,SOFT,0.0
1140,7764,9,23,13.0,14.0,SOFT,0.0
1140,7764,5,63,13.0,16.0,SOFT,0.0
1140,7764,5,11,14.0,22.0,MEDIUM,0.0
1140,7764,4,10,8.0,13.0,MEDIUM,0.0
1140,7764,3,21,6.0,16.0,MEDIUM,4.0
1140,7764,10,23,14.0,17.0,SOFT,16.0
1140,7764,3,16,10.0,15.0,MEDIUM,0.0
1140,7764,6,63,16.0,19.0,SOFT,0.0
1140,7764,4,77,16.0,17.0,MEDIUM,10.0
1140,7764,4,81,14.0,26.0,MEDIUM,0.0
1140,7764,5,10,13.0,18.0,MEDIUM,0.0
1140,7764,11,23,17.0,18.0,SOFT,19.0
1140,7764,4,27,14.0,25.0,MEDIUM,0.0
1140,7764,5,77,17.0,18.0,HARD,0.0
1140,7764,7,63,19.0,22.0,SOFT,0.0
1140,7764,4,16,15.0,18.0,SOFT,0.0
1140,7764,4,21,16.0,17.0,MEDIUM,0.0
1140,7764,6,77,18.0,19.0,HARD,0.0
1140,7764,5,21,17.0,34.0,MEDIUM,1.0
1140,7764,7,77,19.0,41.0,HARD,0.0
1140,7764,5,16,18.0,23.0,SOFT,0.0
1140,7764,6,11,22.0,25.0,MEDIUM,0.0
1140,7764,6,10,18.0,24.0,MEDIUM,0.0
1140,7764,12,23,18.0,25.0,MEDIUM,0.0
1140,7764,7,11,25.0,28.0,MEDIUM,0.0
1140,7764,8,11,28.0,36.0,MEDIUM,6.0
1140,7764,6,16,23.0,26.0,SOFT,0.0
1140,7764,5,27,25.0,36.0,MEDIUM,0.0
1140,7764,13,23,25.0,25.0,MEDIUM,0.0
1140,7764,8,63,22.0,23.0,MEDIUM,5.0
1140,7764,6,21,34.0,56.0,HARD,0.0
1140,7764,9,63,23.0,38.0,MEDIUM,6.0
1140,7764,8,77,41.0,60.0,MEDIUM,0.0
1140,7764,7,34,22.0,25.0,SOFT,0.0
1140,7764,14,23,26.0,32.0,MEDIUM,0.0
1140,7764,8,34,25.0,28.0,SOFT,0.0
1140,7764,7,10,24.0,33.0,MEDIUM,0.0
1140,7764,7,16,26.0,39.0,MEDIUM,3.0
1140,7764,9,11,36.0,41.0,MEDIUM,0.0
1140,7764,15,23,32.0,33.0,MEDIUM,0.0
1140,7764,10,63,38.0,57.0,MEDIUM,0.0
1140,7764,9,34,28.0,29.0,MEDIUM,0.0
1140,7764,10,11,41.0,49.0,MEDIUM,0.0
1140,7764,10,34,29.0,46.0,MEDIUM,0.0
1140,7764,7,21,56.0,71.0,MEDIUM,0.0
1140,7764,9,77,60.0,73.0,MEDIUM,0.0
1140,7764,6,27,36.0,47.0,MEDIUM,8.0
1140,7764,8,10,33.0,41.0,MEDIUM,5.0
1140,7764,5,81,26.0,32.0,MEDIUM,0.0
1140,7764,8,16,39.0,43.0,MEDIUM,4.0
1140,7764,11,11,49.0,50.0,MEDIUM,0.0
1140,7764,11,34,46.0,61.0,HARD,3.0
1140,7764,9,16,43.0,57.0,MEDIUM,4.0
1140,7764,7,27,47.0,63.0,MEDIUM,0.0
1140,7764,11,63,57.0,72.0,HARD,0.0
1140,7764,18,23,39.0,42.0,MEDIUM,0.0
1140,7764,12,11,50.0,53.0,MEDIUM,1.0
1140,7764,13,11,53.0,59.0,MEDIUM,4.0
1140,7764,19,23,42.0,45.0,MEDIUM,3.0
1140,7764,9,10,41.0,50.0,MEDIUM,6.0
1140,7764,20,23,45.0,48.0,SOFT,0.0
1140,7764,8,21,71.0,85.0,MEDIUM,3.0
1140,7764,12,34,61.0,77.0,MEDIUM,0.0
1140,7764,8,27,63.0,77.0,HARD,0.0
1140,7764,14,11,59.0,62.0,MEDIUM,0.0
1140,7764,10,16,57.0,67.0,SOFT,3.0
1140,7764,21,23,48.0,51.0,SOFT,0.0
1140,7764,15,11,62.0,68.0,MEDIUM,3.0
1140,7764,6,81,32.0,41.0,HARD,0.0
1140,7764,22,23,51.0,54.0,SOFT,0.0
1140,7764,12,63,72.0,79.0,MEDIUM,0.0
1140,7764,10,10,50.0,57.0,MEDIUM,0.0
1140,7764,9,21,85.0,87.0,SOFT,0.0
1140,7764,16,11,68.0,70.0,MEDIUM,13.0
1140,7764,10,21,87.0,87.0,SOFT,0.0
1140,7764,13,63,79.0,81.0,MEDIUM,7.0
1140,7764,7,81,41.0,42.0,HARD,9.0
1140,7764,8,81,42.0,44.0,HARD,10.0
1140,7764,14,63,81.0,83.0,MEDIUM,0.0
1140,7764,11,10,57.0,56.0,MEDIUM,0.0
1140,7764,1,55,1.0,3.0,MEDIUM,12.0
1140,7764,1,4,1.0,5.0,MEDIUM,7.0
1140,7764,1,20,1.0,8.0,MEDIUM,0.0
1140,7764,2,31,5.0,9.0,MEDIUM,0.0
1140,7764,1,44,1.0,11.0,MEDIUM,5.0
1140,7764,17,11,70.0,73.0,MEDIUM,0.0
1140,7764,1,22,1.0,12.0,MEDIUM,0.0
1140,7764,23,23,54.0,55.0,MEDIUM,6.0
1140,7764,24,23,55.0,64.0,MEDIUM,0.0
1140,7764,2,55,3.0,8.0,MEDIUM,8.0
1140,7764,2,4,5.0,14.0,MEDIUM,0.0
1140,7764,18,11,73.0,76.0,MEDIUM,3.0
1140,7764,3,31,10.0,14.0,MEDIUM,0.0
1140,7764,2,20,8.0,15.0,MEDIUM,0.0
1140,7764,3,55,8.0,11.0,MEDIUM,13.0
1140,7764,2,44,11.0,24.0,MEDIUM,0.0
1140,7764,10,77,73.0,83.0,MEDIUM,0.0
1140,7764,19,11,76.0,79.0,MEDIUM,0.0
1140,7764,4,31,15.0,22.0,MEDIUM,0.0
1140,7764,1,14,1.0,6.0,MEDIUM,0.0
1140,7764,4,55,11.0,14.0,MEDIUM,0.0
1140,7764,2,22,12.0,23.0,MEDIUM,0.0
1140,7764,25,23,64.0,64.0,MEDIUM,0.0
1140,7764,20,11,79.0,82.0,MEDIUM,0.0
1140,7764,3,20,15.0,31.0,MEDIUM,5.0
1140,7764,5,55,14.0,17.0,MEDIUM,3.0
1140,7764,26,23,65.0,84.0,MEDIUM,0.0
1140,7764,11,77,83.0,84.0,MEDIUM,10.0
1140,7764,2,14,6.0,11.0,MEDIUM,0.0
1140,7764,6,55,17.0,20.0,MEDIUM,0.0
1140,7764,21,11,82.0,94.0,MEDIUM,3.0
1140,7764,7,55,20.0,22.0,MEDIUM,3.0
1140,7764,3,44,24.0,27.0,MEDIUM,0.0
1140,7764,3,22,23.0,34.0,MEDIUM,0.0
1140,7764,5,31,22.0,29.0,MEDIUM,0.0
1140,7764,4,20,31.0,48.0,MEDIUM,0.0
1140,7764,12,77,84.0,93.0,MEDIUM,0.0
1140,7764,4,44,27.0,29.0,MEDIUM,3.0
1140,7764,8,55,22.0,25.0,SOFT,0.0
1140,7764,27,23,84.0,103.0,MEDIUM,0.0
1140,7764,5,44,29.0,32.0,MEDIUM,0.0
1140,7764,13,77,93.0,94.0,MEDIUM,0.0
1140,7764,22,11,94.0,106.0,MEDIUM,0.0
1140,7764,6,44,32.0,35.0,MEDIUM,3.0
1140,7764,3,14,11.0,14.0,MEDIUM,0.0
1140,7764,4,22,34.0,45.0,MEDIUM,0.0
1140,7764,9,55,25.0,28.0,SOFT,0.0
1140,7764,6,31,29.0,32.0,MEDIUM,0.0
1140,7764,5,20,48.0,73.0,HARD,0.0
1140,7764,4,14,14.0,17.0,MEDIUM,0.0
1140,7764,14,77,94.0,99.0,MEDIUM,3.0
1140,7764,7,31,32.0,35.0,MEDIUM,3.0
1140,7764,7,44,35.0,40.0,MEDIUM,0.0
1140,7764,10,55,28.0,31.0,SOFT,0.0
1140,7764,28,23,103.0,123.0,MEDIUM,0.0
1140,7764,5,14,17.0,20.0,SOFT,0.0
1140,7764,15,77,99.0,100.0,MEDIUM,8.0
1140,7764,3,4,14.0,18.0,MEDIUM,0.0
1140,7764,16,77,100.0,103.0,MEDIUM,3.0
1140,7764,6,14,20.0,36.0,MEDIUM,0.0
1140,7764,17,77,103.0,104.0,MEDIUM,6.0
1140,7764,11,55,31.0,32.0,MEDIUM,0.0
1140,7764,8,44,40.0,44.0,SOFT,0.0
1140,7764,12,55,32.0,50.0,MEDIUM,1.0
1140,7764,8,31,35.0,41.0,MEDIUM,0.0
1140,7764,23,11,106.0,112.0,SOFT,0.0
1140,7764,5,22,45.0,51.0,MEDIUM,0.0
1140,7764,18,77,104.0,108.0,MEDIUM,0.0
1140,7764,9,44,44.0,47.0,SOFT,0.0
1140,7764,6,22,51.0,54.0,MEDIUM,0.0
1140,7764,7,14,36.0,57.0,HARD,0.0
1140,7764,6,20,73.0,78.0,MEDIUM,0.0
1140,7764,24,11,112.0,118.0,SOFT,0.0
1140,7764,19,77,109.0,111.0,MEDIUM,0.0
1140,7764,13,55,50.0,58.0,MEDIUM,0.0
1140,7764,10,44,47.0,50.0,SOFT,0.0
1140,7764,7,22,54.0,57.0,SOFT,0.0
1140,7764,9,31,41.0,42.0,HARD,0.0
1140,7764,10,31,42.0,65.0,HARD,1.0
1140,7764,7,20,78.0,81.0,SOFT,0.0
1140,7764,29,23,123.0,133.0,MEDIUM,0.0
1140,7764,20,77,112.0,115.0,SOFT,0.0
1140,7764,8,22,57.0,60.0,SOFT,0.0
1140,7764,8,20,81.0,84.0,SOFT,0.0
1140,7764,14,55,58.0,67.0,HARD,0.0
1140,7764,21,77,115.0,118.0,SOFT,0.0
1140,7764,25,11,118.0,123.0,SOFT,0.0
1140,7764,8,14,57.0,78.0,MEDIUM,0.0
1140,7764,9,20,84.0,85.0,SOFT,3.0
1140,7764,4,4,18.0,21.0,MEDIUM,0.0
1140,7764,30,23,133.0,134.0,SOFT,0.0
1140,7764,10,20,85.0,86.0,SOFT,3.0
1140,7764,9,22,60.0,62.0,MEDIUM,6.0
1140,7764,22,77,118.0,121.0,SOFT,0.0
1140,7764,11,20,86.0,87.0,MEDIUM,7.0
1140,7764,32,23,135.0,136.0,SOFT,4.0
1140,7764,12,20,87.0,88.0,MEDIUM,8.0
1140,7764,10,22,62.0,63.0,MEDIUM,3.0
1140,7764,11,22,63.0,65.0,SOFT,3.0
1140,7764,11,44,50.0,60.0,MEDIUM,6.0
1140,7764,26,11,123.0,126.0,SOFT,0.0
1140,7764,5,4,21.0,30.0,MEDIUM,3.0
1140,7764,12,22,65.0,67.0,SOFT,3.0
1140,7764,23,77,121.0,124.0,SOFT,0.0
1140,7764,13,20,88.0,89.0,MEDIUM,0.0
1140,7764,14,20,89.0,90.0,MEDIUM,7.0
1140,7764,13,22,67.0,70.0,SOFT,5.0
1140,7764,11,31,65.0,66.0,HARD,0.0
1140,7764,15,20,90.0,91.0,MEDIUM,7.0
1140,7764,15,55,67.0,76.0,MEDIUM,5.0
1140,7764,12,31,66.0,67.0,MEDIUM,0.0
1140,7764,24,77,124.0,125.0,SOFT,3.0
1140,7764,16,20,91.0,92.0,MEDIUM,8.0
1140,7764,13,31,67.0,68.0,HARD,1.0
1140,7764,14,22,70.0,71.0,MEDIUM,8.0
1140,7764,27,11,126.0,127.0,MEDIUM,6.0
1140,7764,15,22,71.0,72.0,SOFT,0.0
1140,7764,14,31,68.0,69.0,MEDIUM,1.0
1140,7764,28,11,127.0,128.0,MEDIUM,0.0
1140,7764,16,22,72.0,75.0,SOFT,4.0
1140,7764,15,31,69.0,70.0,HARD,0.0
1140,7764,29,11,128.0,129.0,SOFT,6.0
1140,7764,6,4,30.0,35.0,HARD,0.0
1140,7764,12,44,60.0,61.0,MEDIUM,5.0
1140,7764,17,20,92.0,93.0,SOFT,4.0
1140,7764,16,31,70.0,71.0,MEDIUM,2.0
1140,7764,25,77,125.0,127.0,MEDIUM,8.0
1140,7764,30,11,129.0,130.0,MEDIUM,7.0
1140,7764,13,44,61.0,62.0,MEDIUM,16.0
1140,7764,18,20,93.0,94.0,MEDIUM,19.0
1140,7764,17,31,71.0,72.0,HARD,3.0
1140,7764,31,11,130.0,131.0,MEDIUM,1.0
1140,7764,17,22,75.0,76.0,MEDIUM,4.0
1140,7764,19,20,94.0,95.0,SOFT,5.0
1140,7764,18,31,72.0,74.0,MEDIUM,3.0
1140,7764,26,77,127.0,128.0,SOFT,3.0
1140,7764,18,22,76.0,77.0,SOFT,8.0
1140,7764,14,44,62.0,63.0,MEDIUM,6.0
1140,7764,16,55,76.0,76.0,MEDIUM,6.0
1140,7764,20,20,95.0,95.0,SOFT,5.0
1140,7764,27,77,128.0,129.0,SOFT,0.0
1140,7764,19,22,77.0,79.0,SOFT,9.0
1140,7764,7,4,35.0,37.0,HARD,5.0
1140,7764,32,11,131.0,133.0,SOFT,5.0
1140,7764,28,77,129.0,131.0,MEDIUM,10.0
1140,7764,15,44,63.0,65.0,MEDIUM,7.0
1140,7764,9,14,78.0,80.0,MEDIUM,3.0
1140,7764,19,31,74.0,76.0,MEDIUM,0.0
1140,9222,1,63,1.0,6.0,MEDIUM,0.0
1140,9222,1,24,1.0,3.0,MEDIUM,0.0
1140,9222,1,23,1.0,2.0,SOFT,0.0
1140,9222,1,55,1.0,4.0,MEDIUM,0.0
1140,9222,1,22,1.0,3.0,MEDIUM,0.0
1140,9222,1,1,1.0,4.0,MEDIUM,0.0
1140,9222,1,27,1.0,1.0,MEDIUM,0.0
1140,9222,1,10,1.0,1.0,HARD,0.0
1140,9222,2,10,2.0,3.0,HARD,0.0
1140,9222,1,81,1.0,1.0,HARD,0.0
1140,9222,2,22,4.0,5.0,SOFT,3.0
1140,9222,1,34,1.0,2.0,MEDIUM,0.0
1140,9222,2,55,5.0,9.0,MEDIUM,4.0
1140,9222,2,63,7.0,12.0,HARD,6.0
1140,9222,2,23,3.0,5.0,SOFT,2.0
1140,9222,2,24,3.0,5.0,MEDIUM,2.0
