meeting_key,meeting_name,meeting_official_name,location,country_key,country_code,country_name,country_flag,circuit_key,circuit_short_name,circuit_type,circuit_info_url,circuit_image,gmt_offset,date_start,date_end,year,is_cancelled
1258,Saudi Arabian Grand Prix,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2025,Jeddah,153,KSA,Saudi Arabia,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/saudi-arabia-flag.png,149,Jeddah,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/149/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Saudi Arabia%20carbon.png,03:00:00,2025-04-18T13:30:00+00:00,2025-04-20T19:00:00+00:00,2025,False
1259,Miami Grand Prix,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2025,Miami Gardens,19,USA,United States,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-states-flag.png,151,Miami,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/151/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Miami%20carbon.png,-04:00:00,2025-05-02T16:30:00+00:00,2025-05-04T22:00:00+00:00,2025,False
1260,Emilia Romagna Grand Prix,FORMULA 1 AWS GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2025,Imola,13,ITA,Italy,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/italy-flag.png,6,Imola,Permanent,https://api.multiviewer.app/api/v1/circuits/6/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Emilia-Romagna%20carbon.png,02:00:00,2025-05-16T11:30:00+00:00,2025-05-18T15:00:00+00:00,2025,False
1261,Monaco Grand Prix,FORMULA 1 TAG HEUER GRAND PRIX DE MONACO 2025,Monaco,114,MON,Monaco,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/monaco-flag.png,22,Monte Carlo,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/22/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Monaco%20carbon.png,02:00:00,2025-05-23T11:30:00+00:00,2025-05-25T15:00:00+00:00,2025,False
1262,Spanish Grand Prix,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2025,Barcelona,1,ESP,Spain,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/spain-flag.png,15,Catalunya,Permanent,https://api.multiviewer.app/api/v1/circuits/15/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Spain%20carbon.png,02:00:00,2025-05-30T11:30:00+00:00,2025-06-01T15:00:00+00:00,2025,False
1263,Canadian Grand Prix,FORMULA 1 PIRELLI GRAND PRIX DU CANADA 2025,Montréal,46,CAN,Canada,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/canada-flag.png,23,Montreal,Permanent,https://api.multiviewer.app/api/v1/circuits/23/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Canada%20carbon.png,-04:00:00,2025-06-13T17:30:00+00:00,2025-06-15T20:00:00+00:00,2025,False
1264,Austrian Grand Prix,FORMULA 1 MSC CRUISES AUSTRIAN GRAND PRIX 2025,Spielberg,17,AUT,Austria,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/austria-flag.png,19,Spielberg,Permanent,https://api.multiviewer.app/api/v1/circuits/19/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Austria%20carbon.png,02:00:00,2025-06-27T11:30:00+00:00,2025-06-29T15:00:00+00:00,2025,False
1277,British Grand Prix,FORMULA 1 QATAR AIRWAYS BRITISH GRAND PRIX 2025,Silverstone,2,GBR,United Kingdom,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-kingdom-flag.png,2,Silverstone,Permanent,https://api.multiviewer.app/api/v1/circuits/2/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Great Britain%20carbon.png,01:00:00,2025-07-04T11:30:00+00:00,2025-07-06T16:00:00+00:00,2025,False
1265,Belgian Grand Prix,FORMULA 1 MOËT & CHANDON BELGIAN GRAND PRIX 2025,Spa-Francorchamps,16,BEL,Belgium,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/belgium-flag.png,7,Spa-Francorchamps,Temporary - Road,https://api.multiviewer.app/api/v1/circuits/7/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Belgium%20carbon.png,02:00:00,2025-07-25T10:30:00+00:00,2025-07-27T15:00:00+00:00,2025,False
1266,Hungarian Grand Prix,FORMULA 1 LENOVO HUNGARIAN GRAND PRIX 2025,Budapest,14,HUN,Hungary,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/hungary-flag.png,4,Hungaroring,Permanent,https://api.multiviewer.app/api/v1/circuits/4/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Hungary%20carbon.png,02:00:00,2025-08-01T11:30:00+00:00,2025-08-03T15:00:00+00:00,2025,False
1267,Dutch Grand Prix,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2025,Zandvoort,133,NED,Netherlands,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/netherlands-flag.png,55,Zandvoort,Permanent,https://api.multiviewer.app/api/v1/circuits/55/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Netherlands%20carbon.png,02:00:00,2025-08-29T10:30:00+00:00,2025-08-31T15:00:00+00:00,2025,False
1268,Italian Grand Prix,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2025,Monza,13,ITA,Italy,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/italy-flag.png,39,Monza,Permanent,https://api.multiviewer.app/api/v1/circuits/39/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Italy%20carbon.png,02:00:00,2025-09-05T11:30:00+00:00,2025-09-07T15:00:00+00:00,2025,False
1269,Azerbaijan Grand Prix,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2025,Baku,30,AZE,Azerbaijan,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/azerbaijan-flag.png,144,Baku,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/144/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Azerbaijan%20carbon.png,04:00:00,2025-09-19T08:30:00+00:00,2025-09-21T13:00:00+00:00,2025,False
1270,Singapore Grand Prix,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2025,Marina Bay,157,SGP,Singapore,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/singapore-flag.png,61,Singapore,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/61/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Singapore%20carbon.png,08:00:00,2025-10-03T09:30:00+00:00,2025-10-05T14:00:00+00:00,2025,False
1271,United States Grand Prix,FORMULA 1 MSC CRUISES UNITED STATES GRAND PRIX 2025,Austin,19,USA,United States,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-states-flag.png,9,Austin,Permanent,https://api.multiviewer.app/api/v1/circuits/9/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/United States%20carbon.png,-05:00:00,2025-10-17T17:30:00+00:00,2025-10-19T21:00:00+00:00,2025,False
1272,Mexico City Grand Prix,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2025,Mexico City,8,MEX,Mexico,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/mexico-flag.png,65,Mexico City,Permanent,https://api.multiviewer.app/api/v1/circuits/65/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Mexico%20carbon.png,-06:00:00,2025-10-24T18:30:00+00:00,2025-10-26T22:00:00+00:00,2025,False
1273,São Paulo Grand Prix,FORMULA 1 MSC CRUISES GRANDE PRÊMIO DE SÃO PAULO 2025,São Paulo,10,BRA,Brazil,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/brazil-flag.png,14,Interlagos,Permanent,https://api.multiviewer.app/api/v1/circuits/14/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Brazil%20carbon.png,-03:00:00,2025-11-07T14:30:00+00:00,2025-11-09T19:00:00+00:00,2025,False
1274,Las Vegas Grand Prix,FORMULA 1 HEINEKEN LAS VEGAS GRAND PRIX 2025,Las Vegas,19,USA,United States,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-states-flag.png,152,Las Vegas,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/152/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Las Vegas%20carbon.png,-08:00:00,2025-11-21T00:30:00+00:00,2025-11-23T06:00:00+00:00,2025,False
1275,Qatar Grand Prix,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2025,Lusail,149,QAT,Qatar,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/qatar-flag.png,150,Lusail,Permanent,https://api.multiviewer.app/api/v1/circuits/150/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Qatar%20carbon.png,03:00:00,2025-11-28T13:30:00+00:00,2025-11-30T18:00:00+00:00,2025,False
1276,Abu Dhabi Grand Prix,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2025,Yas Island,21,UAE,United Arab Emirates,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-arab-emirates-flag.png,70,Yas Marina Circuit,Permanent,https://api.multiviewer.app/api/v1/circuits/70/2025,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Abu Dhabi%20carbon.png,04:00:00,2025-12-05T09:30:00+00:00,2025-12-07T15:00:00+00:00,2025,False
1304,Pre-Season Testing,FORMULA 1 ARAMCO PRE-SEASON TESTING 1 2026,Bahrain,36,BRN,Bahrain,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/bahrain-flag.png,63,Sakhir,Permanent,https://api.multiviewer.app/api/v1/circuits/63/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Bahrain%20carbon.png,03:00:00,2026-02-11T07:00:00+00:00,2026-02-13T16:00:00+00:00,2026,False
1305,Pre-Season Testing,FORMULA 1 ARAMCO PRE-SEASON TESTING 2 2026,Bahrain,36,BRN,Bahrain,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/bahrain-flag.png,63,Sakhir,Permanent,https://api.multiviewer.app/api/v1/circuits/63/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Bahrain%20carbon.png,03:00:00,2026-02-18T07:00:00+00:00,2026-02-20T16:00:00+00:00,2026,False
1279,Australian Grand Prix,FORMULA 1 QATAR AIRWAYS AUSTRALIAN GRAND PRIX 2026,Melbourne,5,AUS,Australia,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/australia-flag.png,10,Melbourne,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/10/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Australia%20carbon.png,11:00:00,2026-03-06T01:30:00+00:00,2026-03-08T06:00:00+00:00,2026,False
1280,Chinese Grand Prix,FORMULA 1 HEINEKEN CHINESE GRAND PRIX 2026,Shanghai,53,CHN,China,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/china-flag.png,49,Shanghai,Permanent,https://api.multiviewer.app/api/v1/circuits/49/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/China%20carbon.png,08:00:00,2026-03-13T03:30:00+00:00,2026-03-15T09:00:00+00:00,2026,False
1281,Japanese Grand Prix,FORMULA 1 ARAMCO JAPANESE GRAND PRIX 2026,Suzuka,4,JPN,Japan,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/japan-flag.png,46,Suzuka,Permanent,https://api.multiviewer.app/api/v1/circuits/46/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Japan%20carbon.png,09:00:00,2026-03-27T02:30:00+00:00,2026-03-29T07:00:00+00:00,2026,False
1282,Bahrain Grand Prix,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2026,Sakhir,36,BRN,Bahrain,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/bahrain-flag.png,63,Sakhir,Permanent,https://api.multiviewer.app/api/v1/circuits/63/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Bahrain%20carbon.png,03:00:00,2026-04-10T11:30:00+00:00,2026-04-12T17:00:00+00:00,2026,True
1283,Saudi Arabian Grand Prix,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2026,Jeddah,153,KSA,Saudi Arabia,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/saudi-arabia-flag.png,149,Jeddah,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/149/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Saudi Arabia%20carbon.png,03:00:00,2026-04-17T13:30:00+00:00,2026-04-19T19:00:00+00:00,2026,True
1284,Miami Grand Prix,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2026,Miami Gardens,19,USA,United States,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-states-flag.png,151,Miami,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/151/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Miami%20carbon.png,-04:00:00,2026-05-01T16:00:00+00:00,2026-05-03T19:00:00+00:00,2026,False
1285,Canadian Grand Prix,FORMULA 1 LENOVO GRAND PRIX DU CANADA 2026,Montréal,46,CAN,Canada,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/canada-flag.png,23,Montreal,Permanent,https://api.multiviewer.app/api/v1/circuits/23/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Canada%20carbon.png,-04:00:00,2026-05-22T16:30:00+00:00,2026-05-24T22:00:00+00:00,2026,False
1286,Monaco Grand Prix,FORMULA 1 LOUIS VUITTON GRAND PRIX DE MONACO 2026,Monte Carlo,114,MON,Monaco,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/monaco-flag.png,22,Monte Carlo,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/22/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Monaco%20carbon.png,02:00:00,2026-06-05T11:30:00+00:00,2026-06-07T15:00:00+00:00,2026,False
1287,Barcelona Grand Prix,FORMULA 1 MSC CRUISES GRAN PREMIO DE BARCELONA-CATALUNYA 2026,Barcelona,1,ESP,Spain,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/spain-flag.png,15,Catalunya,Permanent,https://api.multiviewer.app/api/v1/circuits/15/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Barcelona-Catalunya%20carbon.png,02:00:00,2026-06-12T11:30:00+00:00,2026-06-14T15:00:00+00:00,2026,False
1288,Austrian Grand Prix,FORMULA 1 LENOVO AUSTRIAN GRAND PRIX 2026,Spielberg,17,AUT,Austria,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/austria-flag.png,19,Spielberg,Permanent,https://api.multiviewer.app/api/v1/circuits/19/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Austria%20carbon.png,02:00:00,2026-06-26T11:30:00+00:00,2026-06-28T15:00:00+00:00,2026,False
1289,British Grand Prix,FORMULA 1 PIRELLI BRITISH GRAND PRIX 2026,Silverstone,2,GBR,United Kingdom,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-kingdom-flag.png,2,Silverstone,Permanent,https://api.multiviewer.app/api/v1/circuits/2/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Great Britain%20carbon.png,01:00:00,2026-07-03T11:30:00+00:00,2026-07-05T16:00:00+00:00,2026,False
1290,Belgian Grand Prix,FORMULA 1 MOËT & CHANDON BELGIAN GRAND PRIX 2026,Spa-Francorchamps,16,BEL,Belgium,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/belgium-flag.png,7,Spa-Francorchamps,Temporary - Road,https://api.multiviewer.app/api/v1/circuits/7/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Belgium%20carbon.png,02:00:00,2026-07-17T11:30:00+00:00,2026-07-19T15:00:00+00:00,2026,False
1291,Hungarian Grand Prix,FORMULA 1 AWS HUNGARIAN GRAND PRIX 2026,Budapest,14,HUN,Hungary,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/hungary-flag.png,4,Hungaroring,Permanent,https://api.multiviewer.app/api/v1/circuits/4/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Hungary%20carbon.png,02:00:00,2026-07-24T11:30:00+00:00,2026-07-26T15:00:00+00:00,2026,False
1292,Dutch Grand Prix,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2026,Zandvoort,133,NED,Netherlands,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/netherlands-flag.png,55,Zandvoort,Permanent,https://api.multiviewer.app/api/v1/circuits/55/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Netherlands%20carbon.png,02:00:00,2026-08-21T10:30:00+00:00,2026-08-23T15:00:00+00:00,2026,False
1293,Italian Grand Prix,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2026,Monza,13,ITA,Italy,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/italy-flag.png,39,Monza,Permanent,https://api.multiviewer.app/api/v1/circuits/39/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Italy%20carbon.png,02:00:00,2026-09-04T10:30:00+00:00,2026-09-06T15:00:00+00:00,2026,False
1294,Spanish Grand Prix,FORMULA 1 TAG HEUER GRAN PREMIO DE ESPAÑA 2026,Madrid,1,ESP,Spain,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/spain-flag.png,153,Madring,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/153/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Spain%20carbon.png,02:00:00,2026-09-11T11:30:00+00:00,2026-09-13T15:00:00+00:00,2026,False
1295,Azerbaijan Grand Prix,FORMULA 1 QATAR AIRWAYS AZERBAIJAN GRAND PRIX 2026,Baku,30,AZE,Azerbaijan,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/azerbaijan-flag.png,144,Baku,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/144/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Azerbaijan%20carbon.png,04:00:00,2026-09-24T08:30:00+00:00,2026-09-26T13:00:00+00:00,2026,False
1296,Singapore Grand Prix,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2026,Marina Bay,157,SGP,Singapore,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/singapore-flag.png,61,Singapore,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/61/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Singapore%20carbon.png,08:00:00,2026-10-09T08:30:00+00:00,2026-10-11T14:00:00+00:00,2026,False
1297,United States Grand Prix,FORMULA 1 MSC CRUISES UNITED STATES GRAND PRIX 2026,Austin,19,USA,United States,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-states-flag.png,9,Austin,Permanent,https://api.multiviewer.app/api/v1/circuits/9/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/United States%20carbon.png,-05:00:00,2026-10-23T17:30:00+00:00,2026-10-25T22:00:00+00:00,2026,False
1298,Mexico City Grand Prix,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2026,Mexico City,8,MEX,Mexico,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/mexico-flag.png,65,Mexico City,Permanent,https://api.multiviewer.app/api/v1/circuits/65/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Mexico%20carbon.png,-06:00:00,2026-10-30T18:30:00+00:00,2026-11-01T22:00:00+00:00,2026,False
1299,São Paulo Grand Prix,FORMULA 1 MSC CRUISES GRANDE PRÊMIO DE SÃO PAULO 2026,São Paulo,10,BRA,Brazil,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/brazil-flag.png,14,Interlagos,Permanent,https://api.multiviewer.app/api/v1/circuits/14/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Brazil%20carbon.png,-03:00:00,2026-11-06T15:30:00+00:00,2026-11-08T19:00:00+00:00,2026,False
1300,Las Vegas Grand Prix,FORMULA 1 HEINEKEN LAS VEGAS GRAND PRIX 2026,Las Vegas,19,USA,United States,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-states-flag.png,152,Las Vegas,Temporary - Street,https://api.multiviewer.app/api/v1/circuits/152/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Las Vegas%20carbon.png,-08:00:00,2026-11-20T00:30:00+00:00,2026-11-22T06:00:00+00:00,2026,False
1301,Qatar Grand Prix,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2026,Lusail,149,QAT,Qatar,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/qatar-flag.png,150,Lusail,Permanent,https://api.multiviewer.app/api/v1/circuits/150/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Qatar%20carbon.png,03:00:00,2026-11-27T13:30:00+00:00,2026-11-29T18:00:00+00:00,2026,False
1302,Abu Dhabi Grand Prix,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2026,Yas Marina,21,UAE,United Arab Emirates,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-arab-emirates-flag.png,70,Yas Marina Circuit,Permanent,https://api.multiviewer.app/api/v1/circuits/70/2026,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Abu Dhabi%20carbon.png,04:00:00,2026-12-04T09:30:00+00:00,2026-12-06T15:00:00+00:00,2026,False
